consumer_id,observation_start,observation_end,primary_platform,region,device_type,source_count,ecommerce_events,marketing_events,search_platform_events,social_events,session_count,active_days,total_interactions,searches,unique_search_terms,product_views,product_clicks,add_to_cart,wishlist_adds,purchases,total_spend,average_order_value,product_diversity,category_diversity,recency_days,repeat_purchase_rate,engagement_events,content_views,content_likes,content_saves,content_shares,ad_impressions,ad_clicks,ad_ctr,email_opens,email_clicks,campaign_engagements,campaign_conversions,campaign_conversion_rate,search_frequency_per_day,engagement_frequency_per_day,repeat_search_rate,commercial_intent_score,cross_category_interactions,social_engagements,text_topic_events,interest_term_count,visual_events,visual_object_detections,fitness_score,wellness_score,technology_score,fashion_score,travel_score,learning_score,entertainment_score,food_score,home_score,finance_score,dominant_behavioral_domain,identity_orientation_ground_truth,identity_strength_ground_truth,emerging_identity_ground_truth,identity_change_score_ground_truth,future_need_category_ground_truth,future_purchase_probability_ground_truth,future_purchase_30d_ground_truth,future_purchase_value_ground_truth
C02647,2026-05-01,2026-06-29,Social,South,Mobile,4,12,6,0,6,5,2,20,5,3,14,8,3,0,1,309.18,309.18,7,4,0,0.0,3,6,1,2,0,15,1,0.0667,1,0,2,0,0.0,2.5,1.5,0.0,0.943,15,2,1,5,2,6,29.31,37.09,38.38,47.68,17.13,33.27,13.92,54.89,89.05,40.81,Home,Home & Lifestyle Optimizer,87.8,Home & Lifestyle Optimizer,1.9,Home & Lifestyle,0.4866,0,0.0
C02648,2026-05-01,2026-06-29,E-commerce,East,Desktop,2,19,6,0,9,6,2,30,11,6,14,8,3,0,1,203.17,203.17,9,4,13,0.0,8,5,2,0,0,17,1,0.0588,3,1,4,0,0.0,5.5,4.0,0.095,0.585,11,5,3,6,1,3,25.75,16.6,33.06,41.45,47.88,9.08,92.71,27.88,15.73,28.73,Entertainment,Entertainment & Social Experience Seeker,79.3,Entertainment & Social Experience Seeker,7.4,Entertainment & Experiences,0.3355,0,0.0
C02649,2026-05-01,2026-06-29,E-commerce,North,Mobile,3,101,32,18,20,29,7,171,27,16,71,34,8,1,3,567.83,189.28,10,4,3,0.622,42,28,6,2,2,63,2,0.0317,7,2,10,1,0.1,3.86,6.0,0.682,0.838,14,7,4,5,3,8,41.71,28.87,72.83,40.02,31.8,58.68,33.13,29.1,32.81,46.34,Technology,Balanced Multi-Interest Consumer,85.2,Technology-Oriented Adopter,23.9,Technology & Digital Tools,0.4488,0,0.0
C02650,2026-05-01,2026-06-29,E-commerce,Central,Mobile,3,182,72,148,83,36,15,485,96,56,197,107,38,4,11,1615.73,146.88,10,4,9,0.901,140,94,25,10,5,9,0,0.0,4,1,26,2,0.0769,6.4,9.33,0.874,0.77,7,9,5,7,2,6,29.04,25.09,21.21,20.93,86.38,44.7,43.34,31.16,38.68,30.9,Travel,Travel & Adventure Explorer,76.1,Travel & Adventure Explorer,0.6,Travel & Experiences,0.3137,1,261.77
C02651,2026-05-01,2026-06-29,Social,South,Mobile,4,24,15,16,10,10,4,65,8,5,24,12,4,0,1,151.47,151.47,7,4,13,0.0,18,13,4,2,0,17,1,0.0588,3,1,6,1,0.1667,2.0,4.5,0.1,0.927,11,4,2,7,1,3,33.32,30.22,55.98,19.74,16.44,37.02,9.51,14.03,31.75,92.93,Finance,Finance-Aware Planner,83.6,Finance-Aware Planner,0.4,Finance & Planning,0.3646,0,0.0
C02652,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,264,92,5,68,62,26,429,74,43,168,81,29,5,10,1654.51,165.45,13,4,35,0.827,116,87,22,9,4,34,2,0.0588,2,1,25,2,0.08,2.85,4.46,0.834,0.817,11,2,1,6,2,6,27.41,26.65,52.92,7.38,22.45,56.64,18.78,25.09,13.61,83.08,Finance,Finance-Aware Planner,74.7,Learning-Oriented Explorer,39.2,Learning & Education,0.4776,0,0.0
C02653,2026-05-01,2026-06-29,Search,North,Mobile,3,53,28,8,19,20,9,108,16,9,41,19,5,1,1,274.13,274.13,9,3,5,0.0,20,21,6,3,0,11,1,0.0909,4,1,8,1,0.125,1.78,2.22,0.396,0.684,6,5,2,3,1,2,42.27,43.04,44.9,27.56,40.13,63.98,44.32,37.04,19.54,44.45,Learning,Balanced Multi-Interest Consumer,61.2,Learning-Oriented Explorer,34.5,Learning & Education,0.4998,1,463.58
C02654,2026-05-01,2026-06-29,E-commerce,North,Mobile,2,44,10,30,12,24,7,96,24,14,48,27,10,3,3,802.17,267.39,11,4,7,0.658,26,19,6,3,1,76,4,0.0526,6,2,12,1,0.0833,3.43,3.71,0.537,0.8,8,10,6,6,3,9,34.01,25.69,37.26,18.67,93.93,40.1,41.5,31.36,16.03,27.26,Travel,Travel & Adventure Explorer,81.1,Travel & Adventure Explorer,2.2,Travel & Experiences,0.2935,1,392.82
C02655,2026-05-01,2026-06-29,Search,South,Desktop,3,15,9,0,9,9,4,33,7,4,7,3,1,0,0,0.0,0.0,10,4,20,0.0,5,10,2,2,0,15,1,0.0667,4,1,4,0,0.0,1.75,1.25,0.0,0.455,11,6,3,3,0,0,24.2,25.42,43.84,29.82,19.94,38.52,25.82,33.6,42.51,75.68,Finance,Finance-Aware Planner,77.9,Home & Lifestyle Optimizer,47.6,Home & Lifestyle,0.4039,0,0.0
C02656,2026-05-01,2026-06-29,Email,East,Mobile,3,27,11,18,18,17,5,74,15,9,34,17,6,0,2,280.79,140.4,7,4,4,0.506,14,18,4,3,1,91,4,0.044,6,2,10,1,0.1,3.0,2.8,0.56,0.754,5,3,2,5,0,0,22.11,41.85,34.01,45.03,22.0,19.83,31.04,48.85,100.0,19.59,Home,Home & Lifestyle Optimizer,76.2,Home & Lifestyle Optimizer,5.4,Home & Lifestyle,0.3831,1,135.78
C02657,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,138,39,17,74,26,14,268,53,32,101,43,18,1,6,1604.33,267.39,11,5,5,0.779,78,57,15,8,3,115,5,0.0435,5,2,22,2,0.0909,3.79,5.57,0.85,0.69,6,11,6,6,4,12,86.66,79.38,41.2,31.06,17.29,34.79,18.86,63.93,31.11,19.59,Fitness,Health-Conscious Lifestyle Adopter,78.1,Balanced Multi-Interest Consumer,38.0,Lifestyle & Personal Development,0.3513,1,398.09
C02658,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,21,9,0,8,9,5,38,10,6,17,8,2,1,1,106.96,106.96,6,3,3,0.0,4,7,2,1,1,36,2,0.0556,2,1,5,0,0.0,2.0,0.8,0.399,0.599,8,5,3,4,3,8,17.94,28.14,50.16,15.6,13.23,74.4,14.62,24.75,33.23,54.45,Learning,Learning-Oriented Explorer,72.1,Finance-Aware Planner,38.6,Finance & Planning,0.404,1,177.88
C02659,2026-05-01,2026-06-29,Search,North,Desktop,4,21,6,0,6,12,13,33,8,5,13,6,2,0,1,119.86,119.86,10,5,0,0.0,11,5,4,2,1,52,4,0.0769,2,1,9,1,0.1111,0.62,0.85,0.0,0.579,17,7,4,6,0,0,45.68,66.81,30.48,26.95,25.63,26.61,31.94,100.0,41.39,22.76,Food,Food & Wellness Explorer,81.3,Food & Wellness Explorer,0.0,Food & Nutrition,0.46,1,170.87
C02660,2026-05-01,2026-06-29,E-commerce,West,Desktop,4,73,22,1,29,31,15,125,27,16,54,25,10,3,4,603.85,150.96,9,4,6,0.821,37,20,5,4,1,26,1,0.0385,5,2,8,1,0.125,1.8,2.47,0.666,0.693,4,6,4,6,1,3,22.18,18.52,100.0,29.03,24.5,59.62,24.23,14.85,30.5,48.92,Technology,Technology-Oriented Adopter,82.6,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.3774,0,0.0
C02661,2026-05-01,2026-06-29,Search,Central,Desktop,4,153,53,6,30,39,17,242,42,24,93,38,11,3,4,672.75,168.19,11,4,5,0.761,56,55,12,5,3,46,2,0.0435,2,1,15,1,0.0667,2.47,3.29,0.666,0.618,14,3,2,5,0,0,35.09,21.1,37.04,72.2,56.18,10.0,44.0,23.7,24.7,19.25,Fashion,Fashion & Lifestyle Explorer,66.8,Travel & Adventure Explorer,44.6,Travel & Experiences,0.621,1,231.0
C02662,2026-05-01,2026-06-29,E-commerce,South,Desktop,3,40,19,0,16,7,8,65,13,7,32,17,5,1,1,298.09,298.09,9,3,3,0.0,16,13,2,2,0,35,2,0.0571,2,1,5,0,0.0,1.62,2.0,0.304,0.812,7,3,2,7,1,3,23.93,22.78,26.05,28.9,62.32,30.11,86.83,29.18,23.42,24.25,Entertainment,Entertainment & Social Experience Seeker,76.4,Travel & Adventure Explorer,37.0,Travel & Experiences,0.4577,1,430.9
C02663,2026-05-01,2026-06-29,Email,West,Mobile,4,237,53,20,81,50,19,391,82,49,158,87,31,3,12,2143.52,178.63,9,5,1,0.985,118,77,23,9,5,25,2,0.08,5,2,27,2,0.0741,4.32,6.21,0.83,0.843,16,5,3,5,2,6,29.0,16.07,96.4,26.73,25.74,58.1,32.38,18.98,38.77,44.76,Technology,Technology-Oriented Adopter,83.5,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.357,0,0.0
C02664,2026-05-01,2026-06-29,Social,West,Mobile,4,24,6,10,11,26,17,51,7,4,18,9,3,0,1,161.05,161.05,4,3,15,0.0,12,10,2,1,0,15,1,0.0667,1,0,3,0,0.0,0.41,0.71,0.431,0.833,2,3,2,5,1,3,12.35,42.69,25.93,66.48,29.44,27.11,40.81,40.9,52.1,24.9,Fashion,Fashion & Lifestyle Explorer,74.1,Home & Lifestyle Optimizer,39.3,Home & Lifestyle,0.3607,1,278.85
C02665,2026-05-01,2026-06-29,Social,West,Mobile,3,3,2,2,2,4,2,9,1,1,0,0,0,0,0,0.0,0.0,6,4,1,0.0,0,0,0,1,0,18,1,0.0556,2,1,2,0,0.0,0.5,0.0,0.0,0.227,8,2,1,5,1,3,22.8,29.83,49.72,22.94,9.85,87.43,22.68,22.31,20.26,24.82,Learning,Learning-Oriented Explorer,76.9,Learning-Oriented Explorer,0.9,Learning & Education,0.3433,1,310.05
C02666,2026-05-01,2026-06-29,Social,East,Mobile,4,29,22,11,19,19,12,81,13,8,32,14,4,0,1,244.0,244.0,7,4,2,0.0,15,19,6,1,1,15,1,0.0667,3,1,8,1,0.125,1.08,1.25,0.482,0.687,3,4,2,5,0,0,47.64,51.24,29.25,43.96,23.63,24.86,17.81,51.38,68.86,48.27,Home,Home & Lifestyle Optimizer,69.2,Health-Conscious Lifestyle Adopter,54.8,Fitness & Wellness,0.5312,0,0.0
C02667,2026-05-01,2026-06-29,Search,North,Desktop,4,62,10,20,12,22,3,104,24,14,41,19,7,1,2,317.04,158.52,9,5,8,0.537,30,25,9,4,1,64,3,0.0469,6,2,14,1,0.0714,8.0,10.0,0.621,0.613,6,5,3,5,1,3,21.77,27.22,35.18,24.37,11.47,100.0,24.08,24.91,26.67,44.17,Learning,Learning-Oriented Explorer,69.5,Learning-Oriented Explorer,2.9,Learning & Education,0.5032,1,359.03
C02668,2026-05-01,2026-06-29,Email,South,Mobile,3,45,19,0,8,8,6,72,14,8,18,8,2,1,0,0.0,0.0,8,3,6,0.0,15,14,4,1,1,38,1,0.0263,3,1,6,0,0.0,2.33,2.5,0.42,0.516,7,1,0,4,0,0,51.12,35.1,38.08,36.09,33.71,27.0,32.41,36.33,67.08,33.0,Home,Balanced Multi-Interest Consumer,68.7,Home & Lifestyle Optimizer,30.9,Home & Lifestyle,0.3852,1,256.4
C02669,2026-05-01,2026-06-29,Social,North,Mobile,4,252,119,137,130,51,19,638,131,79,270,157,62,3,20,4079.96,204.0,13,5,0,1.0,194,131,37,17,7,98,5,0.051,7,2,44,4,0.0909,6.89,10.21,0.885,0.855,10,7,4,7,0,0,94.72,86.98,30.32,30.94,18.08,22.57,0.0,71.04,35.06,31.93,Fitness,Health-Conscious Lifestyle Adopter,79.0,Health-Conscious Lifestyle Adopter,4.9,Fitness & Wellness,0.687,0,0.0
C02670,2026-05-01,2026-06-29,Email,East,Mobile,4,281,138,0,78,85,41,465,68,38,142,57,13,1,4,525.11,131.28,9,3,17,0.786,90,95,19,6,3,47,1,0.0213,4,1,21,1,0.0476,1.66,2.2,0.81,0.7,8,7,3,2,3,6,43.76,39.68,44.51,34.11,39.41,48.15,38.57,39.18,42.81,36.73,Learning,Balanced Multi-Interest Consumer,69.9,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.3245,1,232.16
C02671,2026-05-01,2026-06-29,Search,Central,Desktop,4,17,7,10,6,7,7,40,7,4,6,3,1,0,0,0.0,0.0,10,3,11,0.0,15,6,2,0,1,15,1,0.0667,3,1,4,0,0.0,1.0,2.14,0.0,0.499,3,4,2,6,1,3,30.86,30.68,34.2,39.15,63.42,27.51,82.28,24.03,21.46,17.17,Entertainment,Entertainment & Social Experience Seeker,72.9,Travel & Adventure Explorer,42.1,Travel & Experiences,0.4925,1,309.4
C02672,2026-05-01,2026-06-29,Social,South,Mobile,4,10,2,0,4,7,2,15,4,2,9,4,1,0,0,0.0,0.0,8,6,39,0.0,2,6,1,1,0,31,1,0.0323,2,1,3,0,0.0,2.0,1.0,0.0,0.61,22,3,2,4,1,3,29.63,26.41,63.77,14.95,20.51,41.44,30.3,29.92,30.5,72.78,Finance,Finance-Aware Planner,79.3,Learning-Oriented Explorer,36.1,Learning & Education,0.5193,0,0.0
C02673,2026-05-01,2026-06-29,E-commerce,South,Mobile,4,83,25,40,35,28,16,183,40,22,83,43,17,3,6,1095.02,182.5,12,3,1,0.788,60,28,9,5,3,25,1,0.04,2,1,11,1,0.0909,2.5,3.75,0.727,0.725,9,4,2,6,0,0,13.51,19.3,58.92,19.27,0.0,40.11,12.61,31.85,8.05,98.43,Finance,Finance-Aware Planner,80.5,Finance-Aware Planner,0.0,Finance & Planning,0.2863,0,0.0
C02674,2026-05-01,2026-06-29,Search,South,Mobile,4,99,38,54,63,35,16,254,50,29,107,61,28,7,11,1519.72,138.16,9,4,11,0.881,81,45,12,8,2,17,1,0.0588,1,0,13,1,0.0769,3.12,5.06,0.832,0.832,3,8,5,6,1,3,23.48,16.91,100.0,28.66,27.6,53.63,25.96,20.3,32.78,42.62,Technology,Technology-Oriented Adopter,74.8,Technology-Oriented Adopter,1.8,Technology & Digital Tools,0.3225,0,0.0
C02675,2026-05-01,2026-06-29,Social,North,Desktop,3,84,55,66,23,36,16,228,33,20,77,31,9,2,3,494.26,164.75,9,5,18,0.623,54,45,9,5,2,18,1,0.0556,4,1,11,1,0.0909,2.06,3.38,0.717,0.757,10,5,2,4,1,2,29.67,48.62,45.47,39.64,46.0,62.34,34.13,36.53,39.67,41.18,Learning,Balanced Multi-Interest Consumer,78.9,Learning-Oriented Explorer,27.5,Learning & Education,0.4065,1,204.01
C02676,2026-05-01,2026-06-29,Search,North,Mobile,4,149,47,53,32,52,23,281,55,31,115,58,22,3,9,2750.11,305.57,12,3,2,0.908,75,55,13,7,3,19,1,0.0526,1,0,14,1,0.0714,2.39,3.26,0.763,0.754,7,8,4,4,0,0,32.11,36.61,32.35,42.56,21.65,32.22,20.23,49.3,72.98,44.82,Home,Home & Lifestyle Optimizer,74.6,Finance-Aware Planner,47.8,Finance & Planning,0.5574,0,0.0
C02677,2026-05-01,2026-06-29,Email,West,Mobile,3,49,32,32,28,27,15,141,22,13,52,20,5,1,1,201.84,201.84,5,4,7,0.0,36,25,4,1,1,59,2,0.0339,0,0,6,0,0.0,1.47,2.4,0.837,0.627,6,7,3,3,0,0,49.33,43.82,30.71,38.81,32.33,49.94,29.75,29.82,45.86,28.74,Learning,Balanced Multi-Interest Consumer,64.8,Balanced Multi-Interest Consumer,0.1,Lifestyle & Personal Development,0.4496,1,391.71
C02678,2026-05-01,2026-06-29,E-commerce,East,Mobile,3,147,53,0,44,41,11,231,46,27,95,44,15,4,5,1229.12,245.82,14,4,8,0.789,72,41,13,5,2,16,1,0.0625,4,1,15,1,0.0667,4.18,6.55,0.739,0.739,4,6,4,8,0,0,26.84,21.25,60.17,6.48,17.55,33.94,22.42,19.75,22.3,98.86,Finance,Finance-Aware Planner,80.4,Finance-Aware Planner,4.6,Finance & Planning,0.3796,1,441.09
C02679,2026-05-01,2026-06-29,Social,West,Desktop,4,199,57,0,85,24,15,341,56,34,120,49,16,2,4,455.46,113.86,6,5,2,0.77,78,61,14,6,2,64,2,0.0312,15,4,20,1,0.05,3.73,5.2,0.876,0.688,11,7,3,5,0,0,24.03,18.55,39.1,39.4,20.3,27.54,27.44,49.26,58.49,55.25,Home,Home & Lifestyle Optimizer,73.3,Finance-Aware Planner,49.4,Finance & Planning,0.5407,1,272.07
C02680,2026-05-01,2026-06-29,E-commerce,South,Desktop,3,13,6,0,6,5,2,24,5,3,9,5,2,0,1,300.23,300.23,7,3,0,0.0,5,6,2,3,0,11,0,0.0,2,1,3,0,0.0,2.5,2.5,0.0,0.635,9,1,1,5,2,5,40.12,39.63,34.52,32.05,73.09,23.02,50.45,28.16,25.85,34.82,Travel,Travel & Adventure Explorer,70.6,Balanced Multi-Interest Consumer,29.7,Lifestyle & Personal Development,0.3856,1,468.94
C02681,2026-05-01,2026-06-29,E-commerce,East,Mobile,4,68,25,49,19,21,13,161,31,19,67,37,13,1,4,644.49,161.12,9,5,3,0.846,46,32,8,4,3,91,5,0.0549,4,1,14,1,0.0714,2.38,3.54,0.74,0.771,11,9,5,5,1,3,16.7,30.13,93.55,29.29,19.5,44.07,39.57,23.47,18.08,36.12,Technology,Technology-Oriented Adopter,80.7,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.3934,0,0.0
C02682,2026-05-01,2026-06-29,E-commerce,South,Mobile,2,25,7,11,10,18,2,53,9,5,20,9,3,1,1,266.71,266.71,10,4,1,0.0,8,12,4,0,1,16,1,0.0625,3,1,6,0,0.0,4.5,4.0,0.0,0.639,14,5,3,6,2,6,38.88,38.95,77.88,30.9,41.19,56.52,31.14,20.15,30.48,51.17,Technology,Technology-Oriented Adopter,76.4,Balanced Multi-Interest Consumer,26.8,Lifestyle & Personal Development,0.4843,1,411.4
C02683,2026-05-01,2026-06-29,Email,South,Desktop,2,55,19,18,19,37,9,111,21,12,47,26,10,3,4,742.02,185.5,12,3,1,0.782,37,16,4,1,2,45,2,0.0444,2,1,7,1,0.1429,2.33,4.11,0.495,0.858,7,3,2,6,2,6,42.4,28.51,32.19,20.09,100.0,43.98,29.77,24.62,23.09,22.97,Travel,Travel & Adventure Explorer,81.5,Travel & Adventure Explorer,1.6,Travel & Experiences,0.4216,0,0.0
C02684,2026-05-01,2026-06-29,Social,West,Mobile,4,136,61,13,47,35,25,257,55,33,107,65,26,2,10,1298.97,129.9,8,5,2,0.818,78,53,13,8,3,50,3,0.06,4,1,17,1,0.0588,2.2,3.12,0.882,0.868,8,3,2,6,2,6,25.09,24.52,52.4,4.39,14.53,44.96,15.18,18.56,24.06,100.0,Finance,Finance-Aware Planner,83.2,Finance-Aware Planner,0.0,Finance & Planning,0.3752,1,136.28
C02685,2026-05-01,2026-06-29,E-commerce,North,Desktop,3,158,76,51,41,35,21,326,69,39,136,76,27,7,10,2794.55,279.46,13,3,2,0.914,92,65,20,8,4,66,3,0.0455,4,1,24,2,0.0833,3.29,4.38,0.884,0.793,7,14,8,5,0,0,27.48,26.92,31.08,55.0,18.27,24.12,15.81,44.15,96.58,30.28,Home,Home & Lifestyle Optimizer,72.9,Home & Lifestyle Optimizer,1.9,Home & Lifestyle,0.3984,0,0.0
C02686,2026-05-01,2026-06-29,E-commerce,Central,Desktop,3,155,105,60,77,67,35,397,84,49,171,98,35,9,14,2338.94,167.07,13,4,2,1.0,114,75,22,10,4,67,4,0.0597,8,3,29,3,0.1034,2.4,3.26,0.89,0.809,11,3,2,7,5,16,16.59,27.09,27.58,96.8,33.82,17.36,38.47,23.79,35.1,13.6,Fashion,Fashion & Lifestyle Explorer,74.7,Fashion & Lifestyle Explorer,0.0,Fashion & Lifestyle,0.4321,0,0.0
C02687,2026-05-01,2026-06-29,Search,West,Mobile,3,24,4,9,7,11,6,44,11,6,10,5,2,1,1,152.22,152.22,6,4,1,0.0,11,15,5,4,1,7,0,0.0,2,1,6,1,0.1667,1.83,1.83,0.487,0.463,9,2,1,4,1,3,32.59,30.36,43.19,26.58,14.76,94.3,21.09,13.12,28.44,34.21,Learning,Learning-Oriented Explorer,80.7,Learning-Oriented Explorer,0.0,Learning & Education,0.4485,1,247.88
C02688,2026-05-01,2026-06-29,Social,East,Mobile,4,18,10,0,7,8,2,34,2,1,11,6,2,0,1,151.35,151.35,10,5,4,0.0,10,3,0,0,1,8,0,0.0,8,3,3,0,0.0,1.0,5.0,0.0,1.0,12,5,3,4,0,0,22.25,43.57,33.12,40.33,30.18,16.34,22.04,48.82,96.37,44.03,Home,Home & Lifestyle Optimizer,70.2,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.3843,0,0.0
C02689,2026-05-01,2026-06-29,Social,Central,Tablet,3,2,1,0,1,3,2,4,1,1,0,0,0,0,0,0.0,0.0,7,4,5,0.0,0,0,1,0,0,39,2,0.0513,1,0,3,0,0.0,0.5,0.0,0.0,0.286,14,4,2,7,0,0,54.74,81.95,19.47,14.96,37.9,28.66,34.72,97.48,29.69,19.72,Food,Food & Wellness Explorer,75.1,Food & Wellness Explorer,3.1,Food & Nutrition,0.3743,0,0.0
C02690,2026-05-01,2026-06-29,E-commerce,West,Desktop,3,18,8,2,4,10,3,32,7,4,10,4,1,0,0,0.0,0.0,9,5,7,0.0,0,6,1,0,0,5,0,0.0,4,1,2,0,0.0,2.33,0.0,0.0,0.469,16,2,1,4,0,0,30.71,45.02,39.25,39.74,45.25,53.64,46.42,36.42,38.93,37.21,Learning,Balanced Multi-Interest Consumer,72.7,Balanced Multi-Interest Consumer,5.6,Lifestyle & Personal Development,0.4212,1,183.26
C02691,2026-05-01,2026-06-29,Social,South,Mobile,4,610,379,189,376,125,48,1554,298,173,636,333,99,20,38,7285.38,191.72,18,4,13,0.967,423,306,78,36,16,94,3,0.0319,5,2,83,7,0.0843,6.21,8.81,0.973,0.706,12,8,4,4,0,0,34.61,29.41,26.25,48.16,42.52,26.97,87.38,31.79,21.32,27.69,Entertainment,Entertainment & Social Experience Seeker,77.2,Balanced Multi-Interest Consumer,36.2,Lifestyle & Personal Development,0.3594,0,0.0
C02692,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,52,27,14,37,21,5,130,25,15,56,29,11,2,4,1540.85,385.21,10,5,1,0.755,46,26,6,3,2,5,0,0.0,3,1,7,1,0.1429,5.0,9.2,0.596,0.843,5,2,1,7,0,0,50.98,74.16,35.61,28.18,19.59,20.28,31.97,100.0,39.41,30.81,Food,Food & Wellness Explorer,78.2,Food & Wellness Explorer,2.4,Food & Nutrition,0.4314,1,571.17
C02693,2026-05-01,2026-06-29,E-commerce,East,Mobile,3,14,6,0,5,10,15,24,9,6,16,7,2,1,0,0.0,0.0,5,6,10,0.0,8,9,0,2,0,59,3,0.0508,1,0,3,0,0.0,0.6,0.53,0.459,0.644,24,2,1,3,2,4,44.66,52.14,44.19,39.25,43.24,37.97,37.07,38.64,38.53,40.66,Wellness,Balanced Multi-Interest Consumer,63.7,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.4881,0,0.0
C02694,2026-05-01,2026-06-29,Search,West,Mobile,3,260,87,130,93,29,15,570,119,71,241,117,43,5,16,3041.7,190.11,12,5,12,0.927,167,103,30,12,6,133,7,0.0526,13,4,41,4,0.0976,7.93,11.13,0.893,0.737,8,10,6,6,5,15,13.7,15.99,38.53,97.95,29.82,23.36,40.67,17.94,35.23,30.38,Fashion,Fashion & Lifestyle Explorer,78.6,Fashion & Lifestyle Explorer,0.1,Fashion & Lifestyle,0.3637,0,0.0
C02695,2026-05-01,2026-06-29,Social,North,Mobile,3,73,37,0,27,22,2,135,20,11,42,17,5,1,1,94.34,94.34,9,3,5,0.0,30,28,4,2,1,88,2,0.0227,4,1,7,0,0.0,10.0,15.0,0.576,0.696,4,4,2,4,0,0,43.48,53.29,46.61,33.38,40.53,44.27,31.57,37.59,33.12,40.13,Wellness,Balanced Multi-Interest Consumer,66.0,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.4368,0,0.0
C02696,2026-05-01,2026-06-29,Social,South,Tablet,4,298,96,138,68,87,33,600,127,71,256,140,55,6,21,2392.93,113.95,14,3,1,0.905,176,118,35,15,7,72,4,0.0556,9,3,42,4,0.0952,3.85,5.33,0.847,0.738,8,5,3,6,3,9,32.97,35.2,21.52,28.21,95.29,37.37,50.52,25.47,15.73,31.53,Travel,Travel & Adventure Explorer,79.4,Travel & Adventure Explorer,0.0,Travel & Experiences,0.4017,0,0.0
C02697,2026-05-01,2026-06-29,E-commerce,South,Desktop,4,127,94,60,50,36,16,331,61,35,133,69,23,6,8,1651.67,206.46,12,4,1,0.874,88,57,15,6,3,86,4,0.0465,2,1,20,2,0.1,3.81,5.5,0.805,0.808,8,9,5,5,2,6,28.57,32.58,84.14,11.66,14.94,40.82,33.68,17.41,14.68,38.91,Technology,Technology-Oriented Adopter,80.4,Technology-Oriented Adopter,0.4,Technology & Digital Tools,0.516,0,0.0
C02698,2026-05-01,2026-06-29,Search,North,Mobile,4,59,31,39,25,51,24,154,31,18,59,29,12,1,4,775.17,193.79,9,4,3,0.712,46,28,7,4,1,28,2,0.0714,3,1,10,1,0.1,1.29,1.92,0.693,0.729,14,3,2,6,2,6,27.84,30.84,29.88,94.45,35.5,11.66,40.68,8.84,39.3,28.4,Fashion,Fashion & Lifestyle Explorer,75.5,Fashion & Lifestyle Explorer,5.5,Fashion & Lifestyle,0.4052,0,0.0
C02699,2026-05-01,2026-06-29,Social,East,Mobile,4,264,115,0,76,50,13,427,83,46,181,90,35,9,14,1335.85,95.42,13,3,2,0.826,128,76,22,9,5,46,2,0.0435,2,1,25,2,0.08,6.38,9.85,0.832,0.815,9,11,6,6,2,6,12.74,23.33,96.91,7.47,20.92,54.09,14.14,29.09,20.29,46.72,Technology,Technology-Oriented Adopter,79.5,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.4237,0,0.0
C02700,2026-05-01,2026-06-29,Social,West,Desktop,4,34,19,17,24,20,8,94,20,11,35,19,6,1,2,296.31,148.16,9,3,6,0.468,27,19,5,1,0,52,3,0.0577,3,1,9,1,0.1111,2.5,3.38,0.599,0.751,4,4,2,6,2,6,22.93,15.37,87.54,14.59,19.78,61.13,25.89,9.65,19.1,35.0,Technology,Technology-Oriented Adopter,83.5,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.3311,1,238.95
C02701,2026-05-01,2026-06-29,E-commerce,North,Mobile,4,81,22,9,36,25,6,148,20,12,56,26,8,1,2,639.33,319.67,11,4,4,0.431,40,33,5,4,2,13,1,0.0769,3,1,7,0,0.0,3.33,6.67,0.418,0.914,10,7,3,5,0,0,16.39,31.41,48.04,27.8,7.91,31.38,19.57,34.91,62.48,64.64,Finance,Finance-Aware Planner,73.4,Home & Lifestyle Optimizer,47.5,Home & Lifestyle,0.4206,1,457.46
C02702,2026-05-01,2026-06-29,E-commerce,West,Tablet,3,100,46,78,38,28,11,262,55,32,115,69,26,3,9,1455.66,161.74,9,4,7,0.908,72,46,14,6,3,24,2,0.0833,1,0,16,1,0.0625,5.0,6.55,0.852,0.831,7,5,3,5,0,0,17.79,21.66,18.57,29.54,39.52,30.76,98.65,29.34,17.0,23.95,Entertainment,Entertainment & Social Experience Seeker,83.6,Entertainment & Social Experience Seeker,5.8,Entertainment & Experiences,0.458,1,148.98
